,gene_name,X,threshold,ADA,ADE,ADF,ADL,AFD,AIA,AIB,AIM,AIN,AIY,AIZ,ALA,ALM,ALN,AQR,AS,ASEL,ASER,ASG,ASH,ASI,ASJ,ASK,AUA,AVA,AVB,AVD,AVE,AVF,AVG,AVH,AVJ,AVK,AVL,AVM,AWA,AWB,AWC_OFF,AWC_ON,BAG,BDU,CAN,CEP,DA,DA9,DB,DB01,DVA,DVB,DVC,FLP,HSN,I1,I2,I3,I4,I5,I6,IL1,IL2_DV,IL2_LR,LUA,M1,M2,M3,M4,M5,MC,MI,NSM,OLL,OLQ,PDA,PDB,PDE,PHA,PHB,PHC,PLM,PLN,PQR,PVC,PVD,PVM,PVN,PVP,PVQ,PVR,PVT,PVW,RIA,RIB,RIC,RID,RIF,RIG,RIH,RIM,RIP,RIR,RIS,RIV,RMD_DV,RMD_LR,RME_DV,RME_LR,RMF,RMG,RMH,SAA,SAB,SDQ,SIA,SIB,SMB,SMD,URA,URB,URX,URY,VA,VA12,VB,VB01,VB02,VC,VC_4_5,VD_DD
115332,nlp-81,WBGene00022063,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.55135,0,0,0,60.71268,246.8611,0,0,52.21192,308.5793,0,289.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3824.854,0,0,0,0,0,0,0,0,112.0194,0,0,0,0,0,0,0,0,51.56766,0,0,0,609.0127,0,0,46.79751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.0139,0,0,0,0,0,0,0,0,0,0,0,0,2783.497,1425.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.3009,0
115501,nlp-56,WBGene00013334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19482.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115771,flp-15,WBGene00001458,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.2749,0,0,119.2938,0,0,0,2783.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.32373,0,0,0,0,0,82423.37,0,3315.444,0,0,15944.16,9595.887,237.5513,0,0,0,0,0,418.3181,0,0,240.131,388.6547,0,0,0,0,0,0,8690.631,35.72525,0,0,11533.55,0,0,0,0,293.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9826.574,0,778.6026,2833.297,0,0,0,0,0,0,0,8131.688
115811,flp-12,WBGene00001455,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2662.644,0,0,0,0,0,0,0,0,478.832,3715.527,0,0,0,35688.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5499.688,0,0,0,0,0,0,0,0,1429.935,0,5726.527,0,37692.36,0,0,0,0,1285.591,0,0,0,0,105.6632,0,0,0,0,0,0,0,0,1027.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3688.72,0,87821.21,0,0,124053.9,0,0,0,0,0,0,64048.04,0,0,0,0,0,0
116501,nlp-46,WBGene00012145,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.64868,0,0,0,0,0,0,0,0,120.4797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.9923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.6087,0,0,0,0,1156.467,0,0,0,0,0,0,0,0,0,0,0,1033.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11739.59,0,0,0,0,0,0,0,0,0,0,69.07557,0,0,0,0,0,0,0,0,0
116741,msrp-7,WBGene00011070,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995.8785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118591,ins-35,WBGene00002118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.87324,118.6137,0,0,0,0,27.68354,0,0,0,0,0,0,0,0,0,0,0,11.88414,20.76475,0,151.4387,189.7033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.4697,0,0,0,0,0,0,0,23.77454,0,0,0,0,0,0,0,0
119362,ins-4,WBGene00002087,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193.401,0,0,2175.561,241.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,93.68774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.47939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.0135,151.1796,0,0,0,0,0,0,0,0,0
119531,flp-17,WBGene00001460,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.45884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38304.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119541,trh-1,WBGene00007827,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.5863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0617,2422.841,0,3958.26,2731.295,924.6941,0,0,0,0,0,0,707.3396,333.876,72427.35,47578.61,0,107453.7,1581.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122041,ins-9,WBGene00002092,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10514.11,3308.311,75.91382,0,0,0,0,0,0,0,0,0,0,0,0,1086.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122931,ins-5,WBGene00002088,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087.78,2177.257,0,0,0,0,0,0,0,0,0,0,0,0,0,75.46882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122941,ins-6,WBGene00002089,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29091.49,32693.37,0,0,0,0,0,0,0,0,0,0,0,0,0,301.0938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124871,nlp-79,WBGene00008626,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640.7391,0,0,0,0,0,0,236.1867,0,0,0,0,0,0,0,0,0,0,115.7652,0,0,0,0,0,0,0,0,0,0,0,0,1097.911,33.60851,598.4984,0,0,0,0,0,0,15.75358,2003.012,0,1166.102,19.20881,0,21.36182,616.6361,0,0,0,0,0,0,0,4240.375,0,0,272.1672,0,266.7845,0,0,0,0,92.98645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582.2139,0,0,0,0,84.37739,0,0,0,0,0,0,0,0,0,2597.625,0
126082,flp-11,WBGene00001454,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.4926,0,0,0,0,0,0,0,1774.361,0,0,0,0,0,0,0,0,0,0,0,480.9633,0,3226.101,2319.419,1831.444,0,0,0,0,0,0,0,0,0,0,0,5197.32,8198.429,0,0,0,0,0,0,0,0,0,0,0,41.1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2607.053,0,1071.813,0,0,0,0,0,0,0,0,0,0,370023.4,0,0,0,0,662.346,0,0,0,0,426.8439,0,0,0,0,0,0,0,496.9849,0,300.0975,138.0724,1191.036,58.37169,1315.815,0,0,0
126112,flp-8,WBGene00001451,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103662,0,0,0,0,0,0,0,0,0,0,12629.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.17856,0,0,0,0,0,0,0,0,0,0,73381.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290295.2,0,0,0,0,0,0,0,0,0
128291,flp-1,WBGene00001444,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128362,nlp-12,WBGene00003750,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211117.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95932,0,0,0,0,0,0,0,0,0,0,0,3384.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128582,nlp-6,WBGene00003744,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42462.3,0,136.1102,238.815,0,0,0,0,0,0,0,0,0,0,0,4092.354,0,422.4261,0,0,0,0,0,180.8347,5971.532,862.4243,0,0,0,2309.774,0,0,0,0,0,0,0,0,0,190.0295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18717.48,0,0,0,0,217.8051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1824.487,0,2432.985,0,0,0,0,0,27017.74,0,0
128611,nlp-62,WBGene00018005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.9388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.8315,0,0,0,0,0,258.0844,0,0,0,0,0,0,12828.87,13130.92,0,2092.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.994,343.1182,0
129221,nlp-23,WBGene00003761,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.3551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129231,nlp-2,WBGene00003740,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3372.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132911,flp-23,WBGene00017693,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.76833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.591944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.346735,0
132941,flp-3,WBGene00001446,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.421,0,0,0,0,0,0,16454.48,0,0,0,0,0,0,0,0,0,0,0,0,1221.31,0,0,0,0,0,0,0,0,4209.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4708.765,46.8198,0,0,0,0,0,0,5637.115,418.1195,0
133631,nlp-17,WBGene00003755,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.4391,124.3501,77.07937,0,0,0,0,0,0,0,0,264.5503,0,0,0,0,848.8191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407821.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.5616,0,0,0,0,0,0,0,0
136492,ins-13,WBGene00002096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1578.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
